Protocol,Message Length,Message Count,sleep,receivers,Total Time,Average
--------------------IVY------------------
IVY,5,1000,0,1,0.024576187133789062,0.006219224691390991
IVY,5,2000,0,1,0.07962226867675781,0.012079248309135437
IVY,5,3000,0,1,0.1045386791229248,0.008989171107610067
IVY,5,4000,0,1,0.18678569793701172,0.006337833106517792
IVY,5,5000,0,1,0.26003360748291016,0.004309666919708252
IVY,5,6000,0,1,,application
IVY,5,7000,0,1,0.34564828872680664,0.003177720172064645
IVY,5,8000,0,1,0.44920992851257324,0.0036759982109069826
IVY,5,9000,0,1,0.19716811180114746,0.0026110649903615317
IVY,5,10000,0,1,0.4474959373474121,0.002884886837005615
IVY,500,1000,0,1,0.04086875915527344,0.008039867162704467
IVY,500,2000,0,1,0.11110138893127441,0.0029293047189712525
IVY,500,3000,0,1,0.12644147872924805,0.0039419185320536294
IVY,500,4000,0,1,0.17702007293701172,0.002745608568191528
IVY,500,5000,0,1,0.234405517578125,0.0017673431396484376
IVY,500,6000,0,1,0.24280762672424316,0.0021648813088734945
IVY,500,7000,0,1,0.26132965087890625,0.0028716671807425364
IVY,500,8000,0,1,0.32509732246398926,0.00229247385263443
IVY,500,9000,0,1,0.28559041023254395,0.004081813308927748
IVY,500,10000,0,1,0.2992093563079834,0.0019952836990356445
IVY,1000,1000,0,1,0.03277587890625,0.0017665302753448486
IVY,1000,2000,0,1,0.0715341567993164,0.0015735005140304565
IVY,1000,3000,0,1,0.1402735710144043,0.0019172656536102296
IVY,1000,4000,0,1,0.15635991096496582,0.003460555195808411
IVY,1000,5000,0,1,0.21341514587402344,0.002090570116043091
IVY,1000,6000,0,1,0.26490068435668945,0.005815396388371786
IVY,1000,7000,0,1,,application
IVY,1000,8000,0,1,0.33620715141296387,0.001630510091781616
IVY,1000,9000,0,1,0.3405778408050537,0.004013386620415582
IVY,1000,10000,0,1,0.37374258041381836,0.0028210142135620116
IVY,2000,1000,0,1,0.049074649810791016,0.01580819535255432
IVY,2000,2000,0,1,0.08569741249084473,0.006869230508804321
IVY,2000,3000,0,1,0.12644076347351074,0.0032137964566548664
IVY,2000,4000,0,1,,application
IVY,2000,5000,0,1,0.30202436447143555,0.007850555658340454
IVY,2000,6000,0,1,0.24638628959655762,0.017868646144866943
IVY,2000,7000,0,1,0.27649569511413574,0.004733349595751081
IVY,2000,8000,0,1,0.48409128189086914,0.005551133632659912
IVY,2000,9000,0,1,,application
IVY,2000,10000,0,1,0.3783693313598633,0.036451721096038815
IVY,3000,1000,0,1,0.0511167049407959,0.0030714473724365236
IVY,3000,2000,0,1,0.0997610092163086,0.006050678372383118
