Protocol,Message Length,Message Count,sleep,receivers,Total Time,Average
--------------------IVY------------------

Envoi de batchs de messages sans sleep de 5 caractères avec IVY


IVY,5,5000,0,1,0.0802910327911377,7.332015037536621e-05
IVY,5,10000,0,1,0.1444990634918213,5.724060535430908e-05
IVY,5,15000,0,1,0.2380962371826172,7.735919952392579e-05
IVY,5,20000,0,1,0.2620091438293457,5.1012539863586424e-05
IVY,5,25000,0,1,,application
IVY,5,30000,0,1,0.4182877540588379,0.000506661327679952
IVY,5,75000,0,1,1.224066972732544,0.0002521836789449056
IVY,5,100000,0,1,,application
IVY,5,200000,0,1,2.886151075363159,0.0002613374745845795
IVY,5,300000,0,1,,
IVY,5,400000,0,1,8.436152219772339,0.0009382064986228943
IVY,5,500000,0,1,,application
IVY,5,600000,0,1,,application
IVY,5,700000,0,1,13.19052004814148,0.0011634309346335275
IVY,5,800000,0,1,19.822887897491455,0.0013631940114498138
IVY,5,900000,0,1,16.907137155532837,0.0015189204557736714
IVY,5,1000000,0,1,23.359702110290527,0.0014546209480762482

Envoi de batchs de messages sans sleep de 500 caractères avec IVY


IVY,500,5000,0,1,0.12303471565246582,0.00010481505393981933
IVY,500,10000,0,1,0.22165799140930176,8.585603237152099e-05
IVY,500,15000,0,1,,application
IVY,500,20000,0,1,0.7636110782623291,0.0001729737162590027
IVY,500,25000,0,1,0.7238242626190186,0.000803862533569336
IVY,500,30000,0,1,1.0732648372650146,0.0010377817074457803
IVY,500,75000,0,1,2.4562809467315674,0.00036179807662963865
IVY,500,100000,0,1,4.82882285118103,0.000389080913066864
IVY,500,200000,0,1,,application
IVY,500,300000,0,1,9.546849012374878,0.0009269292910893759
IVY,500,400000,0,1,,application
IVY,500,500000,0,1,,application
IVY,500,600000,0,1,19.230285167694092,0.0012624389553070067
IVY,500,700000,0,1,20.506425142288208,0.0011422273468971252
IVY,500,800000,0,1,21.970362186431885,0.0009664328587055207
IVY,500,900000,0,1,25.440492153167725,0.0018061455101437039
IVY,500,1000000,0,1,,application

Envoi de batchs de messages sans sleep de 1000 caractères avec IVY


IVY,1000,5000,0,1,,application
IVY,1000,10000,0,1,0.24751591682434082,7.897448539733887e-05
IVY,1000,15000,0,1,0.44408130645751953,0.00014227356910705567
IVY,1000,20000,0,1,0.5045671463012695,9.025069475173951e-05
IVY,1000,25000,0,1,,0.0008890288925170899
IVY,1000,30000,0,1,0.7303018569946289,0.0007522655328114828
IVY,1000,75000,0,1,2.5441009998321533,0.0006722214349110921
IVY,1000,100000,0,1,3.1130146980285645,0.0004475271534919739
IVY,1000,200000,0,1,5.709172964096069,0.00045905309081077574
IVY,1000,300000,0,1,9.667767763137817,0.0005691148026784261
IVY,1000,400000,0,1,11.652596950531006,0.0014319897753000258
IVY,1000,500000,0,1,,application
IVY,1000,600000,0,1,,application
IVY,1000,700000,0,1,,application
IVY,1000,800000,0,1,,application
IVY,1000,900000,0,1,,application
IVY,1000,1000000,0,1,,application

Envoi de batchs de messages sans sleep de 2000 caractères avec IVY


IVY,2000,5000,0,1,0.194108247756958,0.00023812375068664552
IVY,2000,10000,0,1,0.3371999263763428,0.0002227307081222534
IVY,2000,15000,0,1,0.6313002109527588,0.00044626324971516924
IVY,2000,20000,0,1,0.810532808303833,0.0002957171320915222
IVY,2000,25000,0,1,0.9625530242919922,0.0006999211406707764
IVY,2000,30000,0,1,1.3576200008392334,0.0013269704023996989
IVY,2000,75000,0,1,2.392850875854492,0.00035390035629272464
IVY,2000,100000,0,1,,application
IVY,2000,200000,0,1,8.949299097061157,0.0005004224753379821
IVY,2000,300000,0,1,,application
IVY,2000,400000,0,1,,
IVY,2000,500000,0,1,21.71304202079773,0.0012222577681541443
IVY,2000,600000,0,1,,application
IVY,2000,700000,0,1,,application
IVY,2000,800000,0,1,,application
IVY,2000,900000,0,1,,application
IVY,2000,1000000,0,1,,

Envoi de batchs de messages sans sleep de 3000 caractères avec IVY


IVY,3000,5000,0,1,,application
IVY,3000,10000,0,1,0.41428613662719727,0.00032806079387664793
IVY,3000,15000,0,1,0.8976449966430664,0.0005095152537027994
IVY,3000,20000,0,1,0.8443930149078369,0.00024814335107803344
IVY,3000,25000,0,1,,application
IVY,3000,30000,0,1,1.335824966430664,0.0007166853348414103
IVY,3000,75000,0,1,2.9219541549682617,0.0005367617066701254
IVY,3000,100000,0,1,5.430047035217285,0.0005618193888664246
IVY,3000,200000,0,1,13.324067115783691,0.0017965256023406981
IVY,3000,300000,0,1,16.157555103302002,0.0017083877388636272
IVY,3000,400000,0,1,,application
IVY,3000,500000,0,1,,application
IVY,3000,600000,0,1,,application
IVY,3000,700000,0,1,,
IVY,3000,800000,0,1,,
IVY,3000,900000,0,1,,
IVY,3000,1000000,0,1,,
