Protocol,Message Length,Message Count,sleep,receivers,Total Time,Average
--------------------IVY------------------
IVY,5,1000,0,1,0.022118330001831055,9.043145179748536e-05
IVY,5,2000,0,1,0.044359683990478516,0.003969028234481812
IVY,5,3000,0,1,0.05722689628601074,0.004780317227045695
IVY,5,4000,0,1,0.13010668754577637,0.004706391990184784
IVY,5,5000,0,1,0.11814188957214355,0.0029414278984069824
IVY,5,6000,0,1,0.11137819290161133,0.0024473458925882976
IVY,5,7000,0,1,0.14270710945129395,0.002109992231641497
IVY,5,8000,0,1,0.15609979629516602,0.0018133535087108612
IVY,5,9000,0,1,0.21097230911254883,0.0017712617450290256
IVY,5,10000,0,1,0.17996501922607422,0.0015144115924835206
IVY,500,1000,0,1,0.02628016471862793,0.0009462120532989502
IVY,500,2000,0,1,0.05105137825012207,0.0009987223148345947
IVY,500,3000,0,1,0.09715414047241211,0.0012188855012257895
IVY,500,4000,0,1,0.09071803092956543,0.001002379536628723
IVY,500,5000,0,1,0.11281871795654297,0.0008398998737335205
IVY,500,6000,0,1,0.1463782787322998,0.0011295078992843628
IVY,500,7000,0,1,0.15422892570495605,0.0008228414399283273
IVY,500,8000,0,1,0.1710364818572998,0.0012323668599128724
IVY,500,9000,0,1,0.21376752853393555,0.0013985515435536702
IVY,500,10000,0,1,0.19535517692565918,0.0007458026885986328
IVY,1000,1000,0,1,0.02865147590637207,0.0005921406745910644
IVY,1000,2000,0,1,0.05595040321350098,0.0007490228414535522
IVY,1000,3000,0,1,0.0947883129119873,0.0007693857351938883
IVY,1000,4000,0,1,0.10782027244567871,0.0008125901818275452
IVY,1000,5000,0,1,0.13500404357910156,0.000796073293685913
IVY,1000,6000,0,1,0.15284323692321777,0.0008062856594721476
IVY,1000,7000,0,1,0.18030190467834473,0.000849125828061785
IVY,1000,8000,0,1,0.19901156425476074,0.0008179501593112945
IVY,1000,9000,0,1,0.2385847568511963,0.0009097769525316027
IVY,1000,10000,0,1,0.23925042152404785,0.0008373578786849975
IVY,2000,1000,0,1,0.034804344177246094,0.0008341360092163086
IVY,2000,2000,0,1,0.0648963451385498,0.0011463351249694825
IVY,2000,3000,0,1,0.09328269958496094,0.0011574797630310059
