Protocol,Message Length,Message Count,sleep,receivers,Total Time,Average
--------------------IVY------------------
--------------------ingescape------------------
Envoi de batchs de messages sans sleep de 5 caractères avec ingescape
ingescape,5,1000,0,1,0.6955175399780273,0.01831929922103882
ingescape,5,2000,0,1,1.6570320129394531,0.06483358335494994
ingescape,5,3000,0,1,2.246706247329712,0.026775616725285847
ingescape,5,4000,0,1,2.7673285007476807,0.06882735407352447
ingescape,5,5000,0,1,3.3720486164093018,0.022625101661682127
ingescape,5,6000,0,1,3.8317008018493652,0.05994188439846039
ingescape,5,7000,0,1,4.674029111862183,0.019288683857236588
ingescape,5,8000,0,1,4.715162754058838,0.0431730033159256
ingescape,5,9000,0,1,4.8497278690338135,0.023670072158177693
ingescape,5,10000,0,1,6.31933069229126,0.1937785649061203
Envoi de batchs de messages sans sleep de 500 caractères avec ingescape
ingescape,500,1000,0,1,0.8030409812927246,0.028228483915328978
ingescape,500,2000,0,1,1.4363622665405273,0.01739919137954712
ingescape,500,3000,0,1,2.221693277359009,0.015787041982014974
ingescape,500,4000,0,1,2.4375205039978027,0.060920186579227445
ingescape,500,5000,0,1,3.3441057205200195,0.13987516741752626
ingescape,500,6000,0,1,4.835137367248535,0.02198089361190796
ingescape,500,7000,0,1,5.856223106384277,0.020522299425942556
ingescape,500,8000,0,1,5.593465805053711,0.0288148572742939
ingescape,500,9000,0,1,5.840811491012573,0.028381533940633138
ingescape,500,10000,0,1,6.555536508560181,0.03369112937450409
Envoi de batchs de messages sans sleep de 1000 caractères avec ingescape
ingescape,1000,1000,0,1,0.8403186798095703,0.015707531690597534
ingescape,1000,2000,0,1,1.5087370872497559,0.018094879031181337
ingescape,1000,3000,0,1,2.653616428375244,0.01529123338063558
ingescape,1000,4000,0,1,3.675947666168213,0.020577866315841676
ingescape,1000,5000,0,1,4.430835485458374,0.019891049575805664
ingescape,1000,6000,0,1,5.191911220550537,0.020683489402135213
ingescape,1000,7000,0,1,5.299794912338257,0.06025530362129211
ingescape,1000,8000,0,1,5.395012378692627,0.015162418127059936
ingescape,1000,9000,0,1,5.707627058029175,0.026193945222430758
ingescape,1000,10000,0,1,6.468445539474487,0.7311708456277848
Envoi de batchs de messages sans sleep de 2000 caractères avec ingescape
ingescape,2000,1000,0,1,0.6895067691802979,0.014215084075927734
ingescape,2000,2000,0,1,1.2501816749572754,0.023096641421318054
ingescape,2000,3000,0,1,2.1796090602874756,0.013695391496022542
ingescape,2000,4000,0,1,4.71425724029541,0.9828366868495941
ingescape,2000,5000,0,1,2.867814302444458,0.15733876023292542
ingescape,2000,6000,0,1,5.116351842880249,0.6221373088359833
ingescape,2000,7000,0,1,3.916064500808716,0.06394157784325735
ingescape,2000,8000,0,1,6.018123626708984,0.03814858019351959
ingescape,2000,9000,0,1,6.694808483123779,0.011709790415234036
ingescape,2000,10000,0,1,6.057610511779785,0.024706853127479552
Envoi de batchs de messages sans sleep de 3000 caractères avec ingescape
ingescape,3000,1000,0,1,0.720233678817749,0.015958326816558836
ingescape,3000,2000,0,1,1.3613433837890625,0.016929667115211485
ingescape,3000,3000,0,1,1.8755464553833008,0.017632261991500853
ingescape,3000,4000,0,1,2.5615856647491455,0.11154189759492875
ingescape,3000,5000,0,1,4.4542295932769775,0.019334774017333984
ingescape,3000,6000,0,1,4.05487585067749,0.10532890152931214
ingescape,3000,7000,0,1,4.774247169494629,0.018677402700696673
ingescape,3000,8000,0,1,6.61523175239563,0.00944531947374344
ingescape,3000,9000,0,1,6.691384792327881,0.019713470723893907
ingescape,3000,10000,0,1,6.44349217414856,0.16759192156791686
