Protocol,Message Length,Message Count,sleep,receivers,Total Time,Average
--------------------ingescape------------------
--------------------ingescape------------------
Envoi de batchs de messages sans sleep de 5 caractères avec ingescape
ingescape,5,1000,0,1,0.23208999633789062,0.013621057510375977
ingescape,5,2000,0,1,0.4293496608734131,0.011031840324401855
ingescape,5,3000,0,1,0.7597389221191406,0.012647028605143228
ingescape,5,4000,0,1,1.3523714542388916,0.010814980804920197
ingescape,5,5000,0,1,1.3729708194732666,0.012778024768829346
ingescape,5,6000,0,1,1.8749115467071533,0.011585054675738017
ingescape,5,7000,0,1,1.994513750076294,0.009855647223336357
ingescape,5,8000,0,1,1.8210160732269287,0.009736105084419251
ingescape,5,9000,0,1,2.8023602962493896,0.012271091858545939
ingescape,5,10000,0,1,2.933527946472168,0.012025336480140685
Envoi de batchs de messages sans sleep de 500 caractères avec ingescape
ingescape,500,1000,0,1,0.29636597633361816,0.012089753389358521
ingescape,500,2000,0,1,0.5971784591674805,0.01166246998310089
ingescape,500,3000,0,1,0.5524747371673584,0.10166047501564025
ingescape,500,4000,0,1,1.2319810390472412,0.013145257651805877
ingescape,500,5000,0,1,0.8853018283843994,0.16387886519432068
ingescape,500,6000,0,1,1.7582011222839355,0.01778885551293691
ingescape,500,7000,0,1,2.085550308227539,0.009004162992749896
ingescape,500,8000,0,1,2.2045094966888428,0.010466240912675857
ingescape,500,9000,0,1,2.8550047874450684,0.025144511726167468
ingescape,500,10000,0,1,2.8250210285186768,0.011821454548835755
Envoi de batchs de messages sans sleep de 1000 caractères avec ingescape
ingescape,1000,1000,0,1,0.3647787570953369,0.011087661504745484
ingescape,1000,2000,0,1,0.5601015090942383,0.010866625666618347
ingescape,1000,3000,0,1,0.957463264465332,0.010838127454121908
ingescape,1000,4000,0,1,1.2208547592163086,0.008390184223651885
ingescape,1000,5000,0,1,1.7002148628234863,0.010730040216445923
ingescape,1000,6000,0,1,1.9683043956756592,0.009464663545290629
ingescape,1000,7000,0,1,2.2470791339874268,0.0119114145892007
ingescape,1000,8000,0,1,2.680039405822754,0.011460087895393371
ingescape,1000,9000,0,1,2.9592058658599854,0.011391692479451498
ingescape,1000,10000,0,1,3.5395379066467285,0.010974049615859986
Envoi de batchs de messages sans sleep de 2000 caractères avec ingescape
ingescape,2000,1000,0,1,0.40317606925964355,0.014528416395187378
ingescape,2000,2000,0,1,0.756486177444458,0.012698155164718629
ingescape,2000,3000,0,1,0.7820930480957031,0.17394552954037984
ingescape,2000,4000,0,1,1.6701076030731201,0.010011711776256562
ingescape,2000,5000,0,1,1.797436237335205,0.011542695665359497
ingescape,2000,6000,0,1,2.064793348312378,0.010906872351964315
ingescape,2000,7000,0,1,2.7754464149475098,0.012486584084374565
ingescape,2000,8000,0,1,3.155287027359009,0.010512452960014343
ingescape,2000,9000,0,1,3.197805404663086,0.010889565944671631
ingescape,2000,10000,0,1,3.2353856563568115,0.011610944938659667
Envoi de batchs de messages sans sleep de 3000 caractères avec ingescape
ingescape,3000,1000,0,1,0.5112340450286865,0.009378559350967408
ingescape,3000,2000,0,1,0.7755618095397949,0.01735332500934601
ingescape,3000,3000,0,1,1.3586115837097168,0.011865434487660725
ingescape,3000,4000,0,1,1.4431190490722656,0.010074769854545593
ingescape,3000,5000,0,1,2.692145586013794,0.012441300201416016
ingescape,3000,6000,0,1,2.3722329139709473,0.011455276767412821
ingescape,3000,7000,0,1,2.9590725898742676,0.008358010973249163
ingescape,3000,8000,0,1,3.31474232673645,0.011990878224372864
ingescape,3000,9000,0,1,3.84958553314209,0.009820294671588474
ingescape,3000,10000,0,1,3.145310401916504,0.7993221541881561
ingescape,500,2000,,0.7993221541881561
ingescape,500,2000,0.5628151893615723,0.7993221541881561
ingescape,500,2000,0.8752260208129883,0.7993221541881561
ingescape,500,2000,0.7375764846801758,0.7993221541881561
ingescape,500,2000,0.9741790294647217,0.7993221541881561
ingescape,500,2000,1.1210181713104248,0.7993221541881561
