Protocol,Message Length,Message Count,sleep,receivers,Total Time,Average
--------------------IVY------------------
ZeroMQ,500,100000,0,1,,
ZeroMQ,500,200000,0,1,,
ZeroMQ,500,300000,0,1,,
ZeroMQ,500,400000,0,1,,
ZeroMQ,500,500000,0,1,,
ZeroMQ,500,600000,0,1,,
ZeroMQ,500,700000,0,1,,
ZeroMQ,500,800000,0,1,,
ZeroMQ,500,900000,0,1,,
ZeroMQ,500,1000000,0,1,,
Envoi de batchs de messages sans sleep de 1000 caractères avec zeromq
ZeroMQ,1000,5000,0,1,,
ZeroMQ,1000,10000,0,1,,
ZeroMQ,1000,15000,0,1,,
ZeroMQ,1000,20000,0,1,,
ZeroMQ,1000,25000,0,1,,
ZeroMQ,1000,30000,0,1,,
ZeroMQ,1000,75000,0,1,,
ZeroMQ,1000,100000,0,1,,
ZeroMQ,1000,200000,0,1,,
ZeroMQ,1000,300000,0,1,,
ZeroMQ,1000,400000,0,1,,
ZeroMQ,1000,500000,0,1,,
ZeroMQ,1000,600000,0,1,,
ZeroMQ,1000,700000,0,1,,
ZeroMQ,1000,800000,0,1,,
ZeroMQ,1000,900000,0,1,,
ZeroMQ,1000,1000000,0,1,,
Envoi de batchs de messages sans sleep de 2000 caractères avec zeromq
ZeroMQ,2000,5000,0,1,,
ZeroMQ,2000,10000,0,1,,
ZeroMQ,2000,15000,0,1,,
ZeroMQ,2000,20000,0,1,,
ZeroMQ,2000,25000,0,1,,
ZeroMQ,2000,30000,0,1,,
ZeroMQ,2000,75000,0,1,,
ZeroMQ,2000,100000,0,1,,
ZeroMQ,2000,200000,0,1,,
ZeroMQ,2000,300000,0,1,,
ZeroMQ,2000,400000,0,1,,
ZeroMQ,2000,500000,0,1,,
ZeroMQ,2000,600000,0,1,,
ZeroMQ,2000,700000,0,1,,
ZeroMQ,2000,800000,0,1,,
ZeroMQ,2000,900000,0,1,,
ZeroMQ,2000,1000000,0,1,,
Envoi de batchs de messages sans sleep de 3000 caractères avec zeromq
ZeroMQ,3000,5000,0,1,,
ZeroMQ,3000,10000,0,1,,
ZeroMQ,3000,15000,0,1,,
ZeroMQ,3000,20000,0,1,,
ZeroMQ,3000,25000,0,1,,
ZeroMQ,3000,30000,0,1,,
ZeroMQ,3000,75000,0,1,,
ZeroMQ,3000,100000,0,1,,
ZeroMQ,3000,200000,0,1,,
ZeroMQ,3000,300000,0,1,,
ZeroMQ,3000,400000,0,1,,
ZeroMQ,3000,500000,0,1,,
ZeroMQ,3000,600000,0,1,,
ZeroMQ,3000,700000,0,1,,
ZeroMQ,3000,800000,0,1,,
ZeroMQ,3000,900000,0,1,,
ZeroMQ,3000,1000000,0,1,,
