Protocol,Message Length,Message Count,sleep,receivers,Total Time,Average
--------------------IVY------------------
IVY,5,1000,0,1,0.026080846786499023,0.002351388931274414
IVY,5,2000,0,1,0.07848429679870605,0.00299213171005249
IVY,5,3000,0,1,0.12075233459472656,0.0006915895938873291
IVY,5,4000,0,1,0.16244745254516602,0.0011816483736038208
IVY,5,5000,0,1,0.24671459197998047,0.0005911297798156739
IVY,5,6000,0,1,0.2063765525817871,0.001021835764249166
IVY,5,7000,0,1,0.4067344665527344,0.000682840279170445
IVY,5,8000,0,1,,
IVY,5,9000,0,1,0.35223817825317383,0.0010538398954603406
IVY,5,10000,0,1,0.4587283134460449,0.0012488150358200072
IVY,500,1000,0,1,0.0532529354095459,0.009564711332321167
IVY,500,2000,0,1,0.08099532127380371,0.0004390869140625
IVY,500,3000,0,1,0.1497488021850586,0.0007832718690236409
IVY,500,4000,0,1,,
IVY,500,5000,0,1,0.2696363925933838,0.0017857328414916992
IVY,500,6000,0,1,0.2895476818084717,0.0009309348662694296
IVY,500,7000,0,1,0.28554701805114746,0.00037646116529192243
IVY,500,8000,0,1,0.30322861671447754,0.00047940999269485473
IVY,500,9000,0,1,,application
IVY,500,10000,0,1,0.3639674186706543,0.0010007036209106444
IVY,1000,1000,0,1,0.07565188407897949,0.001516709327697754
IVY,1000,2000,0,1,0.1339244842529297,0.0011476036310195923
IVY,1000,3000,0,1,0.14464306831359863,0.00045235602060953773
IVY,1000,4000,0,1,0.16391730308532715,0.0004326477646827698
IVY,1000,5000,0,1,0.20913028717041016,0.0009962739944458009
IVY,1000,6000,0,1,0.24571704864501953,0.00047935251394907633
IVY,1000,7000,0,1,,application
IVY,1000,8000,0,1,0.5312445163726807,0.0005050107538700103
IVY,1000,9000,0,1,0.5981919765472412,0.006905730168024699
IVY,1000,10000,0,1,0.4744911193847656,0.0005850321769714355
IVY,2000,1000,0,1,0.07268619537353516,0.0020884273052215576
IVY,2000,2000,0,1,0.15552926063537598,0.0011544376611709595
IVY,2000,3000,0,1,0.2280416488647461,0.001344146490097046
IVY,2000,4000,0,1,0.33915019035339355,0.0019883113503456114
IVY,2000,5000,0,1,0.3601107597351074,0.0007555195808410644
IVY,2000,6000,0,1,0.4076368808746338,0.0009329433838526407
