Protocol,Message Length,Message Count,sleep,receivers,Total Time,Average
ZeroMQ,500,5000,0,1,,
ZeroMQ,500,6000,0,1,,
ZeroMQ,500,7000,0,1,,
ZeroMQ,500,8000,0,1,,
ZeroMQ,500,9000,0,1,,
ZeroMQ,500,10000,0,1,,
Envoi de batchs de messages sans sleep de 1000 caractères avec zeromq
ZeroMQ,1000,1000,0,1,,
ZeroMQ,1000,2000,0,1,,
ZeroMQ,1000,3000,0,1,,
ZeroMQ,1000,4000,0,1,,
ZeroMQ,1000,5000,0,1,,
ZeroMQ,1000,6000,0,1,,
ZeroMQ,1000,7000,0,1,,
ZeroMQ,1000,8000,0,1,,
ZeroMQ,1000,9000,0,1,,
ZeroMQ,1000,10000,0,1,,
Envoi de batchs de messages sans sleep de 2000 caractères avec zeromq
ZeroMQ,2000,1000,0,1,,
ZeroMQ,2000,2000,0,1,,
ZeroMQ,2000,3000,0,1,,
ZeroMQ,2000,4000,0,1,,
ZeroMQ,2000,5000,0,1,,
ZeroMQ,2000,6000,0,1,,
ZeroMQ,2000,7000,0,1,,
ZeroMQ,2000,8000,0,1,,
ZeroMQ,2000,9000,0,1,,
ZeroMQ,2000,10000,0,1,,
Envoi de batchs de messages sans sleep de 3000 caractères avec zeromq
ZeroMQ,3000,1000,0,1,,
ZeroMQ,3000,2000,0,1,,
ZeroMQ,3000,3000,0,1,,
ZeroMQ,3000,4000,0,1,,
ZeroMQ,3000,5000,0,1,,
ZeroMQ,3000,6000,0,1,,
ZeroMQ,3000,7000,0,1,,
ZeroMQ,3000,8000,0,1,,
ZeroMQ,3000,9000,0,1,,
ZeroMQ,3000,10000,0,1,,
--------------------ingescape------------------
Envoi de batchs de messages sans sleep de 5 caractères avec zeromq
ZeroMQ,5,1000,0,1,port
and,will
ZeroMQ,5,2000,0,1,and
port,communicate
ZeroMQ,5,3000,0,1,and
port,communicate
ZeroMQ,5,4000,0,1,and
port,communicate
ZeroMQ,5,5000,0,1,and
port,communicate
ZeroMQ,5,6000,0,1,and
port,communicate
ZeroMQ,5,7000,0,1,and
port,communicate
ZeroMQ,5,8000,0,1,and
port,communicate
ZeroMQ,5,9000,0,1,and
port,communicate
ZeroMQ,5,10000,0,1,and
port,communicate
Envoi de batchs de messages sans sleep de 500 caractères avec zeromq
ZeroMQ,500,1000,0,1,and
port,communicate
ZeroMQ,500,2000,0,1,port
and,will
ZeroMQ,500,3000,0,1,and
port,communicate
ZeroMQ,500,4000,0,1,and
port,communicate
ZeroMQ,500,5000,0,1,and
port,communicate
ZeroMQ,500,6000,0,1,and
port,communicate
ZeroMQ,500,7000,0,1,and
port,communicate
ZeroMQ,500,8000,0,1,and
port,communicate
ZeroMQ,500,9000,0,1,and
port,communicate
ZeroMQ,500,10000,0,1,and
port,communicate
Envoi de batchs de messages sans sleep de 1000 caractères avec zeromq
ZeroMQ,1000,1000,0,1,and
port,communicate
ZeroMQ,1000,2000,0,1,and
port,communicate
ZeroMQ,1000,3000,0,1,and
port,communicate
ZeroMQ,1000,4000,0,1,and
port,communicate
ZeroMQ,1000,5000,0,1,and
port,communicate
ZeroMQ,1000,6000,0,1,and
port,communicate
ZeroMQ,1000,7000,0,1,and
port,communicate
ZeroMQ,1000,8000,0,1,and
port,communicate
ZeroMQ,1000,9000,0,1,and
port,communicate
ZeroMQ,1000,10000,0,1,port
and,will
Envoi de batchs de messages sans sleep de 2000 caractères avec zeromq
ZeroMQ,2000,1000,0,1,and
port,communicate
ZeroMQ,2000,2000,0,1,and
port,communicate
ZeroMQ,2000,3000,0,1,and
port,communicate
ZeroMQ,2000,4000,0,1,and
port,communicate
ZeroMQ,2000,5000,0,1,and
port,communicate
ZeroMQ,2000,6000,0,1,and
port,communicate
ZeroMQ,2000,7000,0,1,and
port,communicate
ZeroMQ,2000,8000,0,1,port
and,will
ZeroMQ,2000,9000,0,1,and
port,communicate
ZeroMQ,2000,10000,0,1,and
port,communicate
Envoi de batchs de messages sans sleep de 3000 caractères avec zeromq
ZeroMQ,3000,1000,0,1,and
port,communicate
ZeroMQ,3000,2000,0,1,and
port,communicate
ZeroMQ,3000,3000,0,1,and
port,communicate
ZeroMQ,3000,4000,0,1,and
port,communicate
ZeroMQ,3000,5000,0,1,and
port,communicate
ZeroMQ,3000,6000,0,1,and
port,communicate
ZeroMQ,3000,7000,0,1,and
port,communicate
ZeroMQ,3000,8000,0,1,and
port,communicate
ZeroMQ,3000,9000,0,1,and
port,communicate
ZeroMQ,3000,10000,0,1,and
port,communicate
IVY,5,1000,0.0001,1,0.025804996490478516,0.004911422252655029
IVY,5,2000,0.0001,1,0.05180215835571289,0.009806676745414734
IVY,5,3000,0.0001,1,0.1166374683380127,0.009352933406829834
IVY,5,4000,0.0001,1,0.08717966079711914,0.006325230360031128
IVY,5,5000,0.0001,1,0.09703612327575684,0.00394543924331665
IVY,5,6000,0.0001,1,0.3802297115325928,0.00477394163608551
IVY,5,7000,0.0001,1,0.34519314765930176,0.004472129651478358
IVY,5,8000,0.0001,1,0.40993499755859375,0.0025624230802059173
IVY,5,9000,0.0001,1,0.2083144187927246,0.003574629545211792
IVY,5,10000,0.0001,1,0.49103569984436035,0.0027367241859436037
IVY,500,1000,0.0001,1,0.029192686080932617,0.0008586840629577636
IVY,500,2000,0.0001,1,0.09284400939941406,0.0036677365303039553
IVY,500,3000,0.0001,1,0.13177800178527832,0.003084853172302246
IVY,500,4000,0.0001,1,0.15507721900939941,0.002853515565395355
IVY,500,5000,0.0001,1,,application
IVY,500,6000,0.0001,1,0.18892884254455566,0.0016439619461695353
IVY,500,7000,0.0001,1,0.26517248153686523,0.0022759201867239816
IVY,500,8000,0.0001,1,0.3334074020385742,0.0019137336611747741
IVY,500,9000,0.0001,1,0.3727993965148926,0.002065756347444322
IVY,500,10000,0.0001,1,0.2874181270599365,0.0020198356866836546
IVY,1000,1000,0.0001,1,0.04631638526916504,0.0026886453628540037
IVY,1000,2000,0.0001,1,0.11099123954772949,0.0025756235122680665
IVY,1000,3000,0.0001,1,0.10715723037719727,0.0032799458503723145
IVY,1000,4000,0.0001,1,,application
IVY,1000,5000,0.0001,1,0.16556000709533691,0.002452091407775879
IVY,1000,6000,0.0001,1,0.27667880058288574,0.003116179903348287
IVY,1000,7000,0.0001,1,0.27640438079833984,0.0022740624291556224
IVY,1000,8000,0.0001,1,0.3175489902496338,0.002051359236240387
IVY,1000,9000,0.0001,1,0.36565279960632324,0.001657412264082167
IVY,1000,10000,0.0001,1,0.29521846771240234,0.0030891240119934084
IVY,2000,1000,0.0001,1,0.06530427932739258,0.0037927465438842775
